ScoutId,MatchKey,Alliance,DriverStation,TeamNumber,Preloaded,AutoGrid,AutoMissed,Mobile,AutoAttemptedCharge,AutoChargingState,AutoNotes,TeleopGrid,TeleopMissed,TeleopNotes,EndgameAttemptedCharge,EndgameFinalCharge,FinalChargeTime,EndgameNotes,Disable,Tippy,DefenseTime,DefenseRating,DriverRating,RatingNotes,scanRaw,AutoCones,AutoCubes,TeleopCones,TeleopCubes,AttemptedTripleBalance,SuccessfulTripleBalance,uuid
Blen,qm39,red,3,177,false,2Lcube|2H,0.0,1.0,None,,,9H|7H|6H|4H|3Lcone|3H,1.0,,Engage,Engage,6,,0.0,0.0,0.0,0.0,4.0,,Blen|qm|39|red|3|177|false|8Lcube|8H|0|true||||1H|3H|4H|6H|7Lcone|7H|1||Engage|Engage|6||false|false|0|0|4|,[],"['Low', 'High']","['High', 'High', 'High', 'High', 'Low', 'High']",[],0.0,0.0,64fd741b-e55e-4710-a13b-f9dbcb5ae5b0
Ryan,qm39,red,2,1156,true,4Lcone,0.0,1.0,Engage,Engage,,7M|6M|4M,0.0,Accidentally did not get first 45 seconds of teleop or so,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,,Ryan|qm|39|red|2|1156|true|6Lcone|0|true|Engage|Engage||3M|4M|6M|0|Accidentally did not get first 45 seconds of teleop or so|Engage|Engage|||false|false|0|0|4|,['Low'],[],"['Mid', 'Mid', 'Mid']",[],0.0,0.0,7aebecaf-539e-46cc-bcb6-09d09347994c
Nikhil,qm39,red,1,9023,true,9H|7M,0.0,0.0,None,,,1H,0.0,Disabled,None,Park,,,0.0,0.0,0.0,0.0,0.0,,Nikhil|qm|39|red|1|9023|true|1H|3M|0|false||||9H|0|Disabled||Park|||false|false|0|0|0|,"['High', 'Mid']",[],['High'],[],0.0,0.0,b3849ff2-1539-4407-810b-76edb0e162f2
Owen,qm4,blue,2,3184,false,1H|2H,0.0,0.0,None,,,2Lcube|3M|3H|4H|5H|6H,1.0,,Engage,Dock,,,0.0,0.0,40.0,3.0,4.0,,Owen|qm|4|blue|2|3184|false|1H|2H|0|false||||2Lcube|3M|3H|4H|5H|6H|1||Engage|Dock|||false|false|40|3|4|,['High'],['High'],"['Mid', 'High', 'High', 'High']","['Low', 'High']",0.0,0.0,7ba9c239-273a-4f91-a44b-709aea377ae3
Suzy,qm4,blue,1,3932,true,6Lcube,0.0,0.0,None,None,,4Lcube|4M|6M|6H|7M|7H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,0.0,Consistent gripper can be slow,Suzy|qm|4|blue|1|3932|true|6Lcube|0|false||None||4Lcube|4M|6M|6H|7M|7H|0||Engage|Engage|||false|false|0|0|0|Consistent gripper can be slow,[],['Low'],"['Mid', 'Mid', 'High', 'Mid', 'High']",['Low'],0.0,0.0,91933884-9723-4d2a-a780-6bdb2718e352
Joshua,qm4,blue,3,8808,true,8H,0.0,1.0,None,,attempted| failed double auto,2M|3Lcube|8M,1.0,very slow arm and claw| vulnerable to defense| poor driving ,None,Park,,,0.0,0.0,80.0,3.0,2.0,,Joshua|qm|4|blue|3|8808|true|8H|0|true|||attempted| failed double auto|2M|3Lcube|8M|1|very slow arm and claw| vulnerable to defense| poor driving ||Park|||false|false|80|3|2|,[],['High'],[],"['Mid', 'Low', 'Mid']",0.0,0.0,94190017-491d-43fd-870e-7315eeb4d9ca
Aran,qm4,red,1,4112,true,9H|1H,0.0,0.0,None,None,,4M|4H|3H|2H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,0.0,,Aran|qm|4|red|1|4112|true|1H|9H|0|false||None||6M|6H|7H|8H|0||Engage|Engage|||false|false|0|0|0|,"['High', 'High']",[],"['Mid', 'High', 'High']",['High'],1.0,0.0,098d28d4-533e-4c75-8f08-1e8828eb3fe9
Joshua,qm4,red,2,4905,false,5H,0.0,1.0,Engage,Engage,Simple engage sequence| seems hard-coded though,7Lcube|6H,0.0,Intake quite literally crumbles| becomes dislodged and slides out| invoking penalties. They keep playing though| scoring a cube in hybrid and doing poor defense.,Engage,Park,,Gets off charge station as intake arm would invalidate score,0.0,0.0,80.0,1.0,2.0,Not too impressive this game,Joshua|qm|4|red|2|4905|false|5H|0|true|Engage|Engage|Simple engage sequence| seems hard-coded though|3Lcube|4H|0|Intake quite literally crumbles| becomes dislodged and slides out| invoking penalties. They keep playing though| scoring a cube in hybrid and doing poor defense.|Engage|Park||Gets off charge station as intake arm would invalidate score|false|false|80|1|2|Not too impressive this game,[],['High'],['High'],['Low'],1.0,0.0,b44d025e-0dee-438f-9f01-a7728988a068
Arav,qm4,red,3,5006,true,9H,0.0,1.0,None,None,,9Lcube|8H|7Lcube|7H|5Lcube|4Lcube,1.0,,Engage,Engage,5,,0.0,0.0,0.0,0.0,4.0,,Arav|qm|4|red|3|5006|true|1H|0|true||None||1Lcube|2H|3Lcube|3H|5Lcube|6Lcube|1||Engage|Engage|5||false|false|0|0|4|,['High'],[],['High'],"['Low', 'High', 'Low', 'Low', 'Low']",1.0,0.0,c45e9749-c489-4ef5-a7ee-3687fdac68bc
Suzy,qm40,blue,1,1836,true,,0.0,1.0,Engage,Engage,,6Lcube|7Lcube|8Lcube|9Lcube,0.0,,Engage,Engage,14,,0.0,0.0,0.0,0.0,0.0,Two intakes with only score low,Suzy|qm|40|blue|1|1836|true||0|true|Engage|Engage||6Lcube|7Lcube|8Lcube|9Lcube|0||Engage|Engage|14||false|false|0|0|0|Two intakes with only score low,[],[],[],"['Low', 'Low', 'Low', 'Low']",0.0,0.0,3da65241-8138-4d21-b025-130213006339
Joshua,qm40,blue,3,7285,true,7M|8M,0.0,0.0,Engage,Engage,,1Lcube|1M|2M|3M|3H|4M,0.0,Good cycling andavoiding defense,Engage,Engage,6,Triple dock,0.0,0.0,40.0,4.0,4.0,Good defense,Joshua|qm|7285|blue|3|7285|true|7M|8M|0|false|Engage|Engage||1Lcube|1M|2M|3M|3H|4M|0|Good cycling andavoiding defense|Engage|Engage|6|Triple dock|false|false|40|4|4|Good defense,['Mid'],['Mid'],"['Mid', 'Mid', 'High', 'Mid']","['Low', 'Mid']",0.0,0.0,7bedb81a-a598-4d23-b961-52f86e9df643
Blen ,qm40,red,2,4329,true,5H,0.0,1.0,Engage,Engage,,5Lcube|5M|4M|3M,1.0,consistently crosses charge station to score ,Engage,Engage,3,,0.0,0.0,0.0,0.0,0.0,,Blen |qm|9|red|2|4329|true|5H|0|true|Engage|Engage||5Lcube|5M|6M|7M|1|consistently crosses charge station to score |Engage|Engage|3||false|false|0|0|0|,[],['High'],"['Mid', 'Mid']","['Low', 'Mid']",0.0,0.0,a4be5f85-f54b-4f55-900a-519bfbe3c82b
Blen,qm40,red,3,5665,true,5H,0.0,0.0,Engage,Engage,,9Lcone|9M|9H|7H,2.0,struggled at double substation ,Engage,Engage,,,0.0,0.0,0.0,0.0,0.0,,Blen|qm|40|red|3|5665|true|5H|0|false|Engage|Engage||1Lcone|1M|1H|3H|2|struggled at double substation |Engage|Engage|||false|false|0|0|0|,[],['High'],"['Low', 'Mid', 'High', 'High']",[],0.0,0.0,e1f918d9-a57e-4f03-9f3c-c827bc2d2279
Ryan,qm40,red,2,9126,true,5H,0.0,1.0,None,None,,3Lcube|2Lcube|2H,0.0,,None,None,,,0.0,1.0,0.0,0.0,3.0,,Ryan|qm|40|red|2|9126|true|5H|0|true||None||7Lcube|8Lcube|8H|0|||None|||false|true|0|0|3|,[],['High'],[],"['Low', 'Low', 'High']",0.0,0.0,f6b2dcb4-0587-4322-bcb2-48c5c6ba03f4
Owen,qm41,blue,2,4522,true,8M|8H|9H,0.0,0.0,None,,,1M|1H|4H|6H|7M|9M,1.0,,Engage,Dock,,Really good and efficient auto and great driving,0.0,0.0,20.0,2.0,5.0,Solid team,Owen|qm|41|blue|2|4522|true|8M|8H|9H|0|false||||1M|1H|4H|6H|7M|9M|1||Engage|Dock||Really good and efficient auto and great driving|false|false|20|2|5|Solid team,['High'],"['Mid', 'High']","['Mid', 'High', 'High', 'High', 'Mid', 'Mid']",[],0.0,0.0,8ee9c5df-7947-4e32-b8d6-9ac7c3618d10
Nikhil,qm41,red,1,857,true,1H,0.0,1.0,None,None,Missed grabbing cube,8H|6M|5H|2H,0.0,Dropped cone 2x,Engage,Engage,,,0.0,0.0,0.0,0.0,5.0,,Nikhil|qm|41|red|1|857|true|9H|0|true||None|Missed grabbing cube|2H|4M|5H|8H|0|Dropped cone 2x|Engage|Engage|||false|false|0|0|5|,['High'],[],['Mid'],"['High', 'High', 'High']",0.0,0.0,5c4edd52-3a84-481a-8ef0-240dd4f61734
Ryan,qm41,red,2,5804,true,9Lcone|9H,0.0,1.0,None,None,,3H,0.0,,None,None,,,0.0,1.0,0.0,0.0,4.0,,Ryan|qm|41|red|2|5804|true|1Lcone|1H|0|true||None||7H|0|||None|||false|true|0|0|4|,"['Low', 'High']",[],['High'],[],0.0,0.0,f3f1ff6a-b578-4b6f-bfcc-47bc83a368a9
Blen,qm41,red,3,8592,true,5Lcube|4H,0.0,1.0,Engage,Engage,,8Lcube|7Lcone|4Lcube|3Lcube|2Lcube|1Lcube,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,3.0,,Blen|qm|41|red|3|8592|true|5Lcube|6H|0|true|Engage|Engage||2Lcube|3Lcone|6Lcube|7Lcube|8Lcube|9Lcube|0||Engage|Engage|||false|false|0|0|3|,['High'],['Low'],['Low'],"['Low', 'Low', 'Low', 'Low', 'Low']",0.0,0.0,276ee86c-d2f5-4db7-bc52-1ecdeec23669
Amogh,qm42,blue,1,8808,true,1H,1.0,1.0,None,,,1M|1H|2Lcube|2M|2H|3H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,2.0,,Amogh|qm|4146|blue|1|4145|true|1H|1|true||||1M|1H|2Lcube|2M|2H|3H|0||Engage|Engage|||false|false|0|0|2|,['High'],[],"['Mid', 'High', 'High']","['Low', 'Mid', 'High']",0.0,0.0,5e3da31a-8782-4e1b-a927-dbddd6bd64da
Joshua,qm42,blue,3,9062,true,1Lcube,0.0,1.0,None,,Flipped cone :),3Lcube,1.0,Intake squeezes cubes VERY hard| making them difficult to pick up normally if they missDefense attempt causes penalty,None,Park,,,0.0,0.0,20.0,2.0,0.0,Rectangular design is not utilized properly by driver| struggles to navigate instead of leading with shorter side,Joshua|qm|42|blue|3|9062|true|1Lcube|0|true|||Flipped cone :)|3Lcube|1|Intake squeezes cubes VERY hard| making them difficult to pick up normally if they missDefense attempt causes penalty||Park|||false|false|20|2|0|Rectangular design is not utilized properly by driver| struggles to navigate instead of leading with shorter side,[],['Low'],[],['Low'],0.0,0.0,2a9215d7-c400-4a0f-9afc-d5b8a2468b41
Owen,qm42,blue,2,9140,true,5H,0.0,0.0,Engage,Dock,,1H|2M|3H|4M|9H,0.0,,Engage,Dock,,,0.0,0.0,20.0,1.0,0.0,,Owen|qm|42|blue|2|9140|true|5H|0|false|Engage|Dock||1H|2M|3H|4M|9H|0||Engage|Dock|||false|false|20|1|0|,[],['High'],"['High', 'High', 'Mid', 'High']",['Mid'],0.0,0.0,5a702f77-8f7e-4b16-8542-63055f7cbbc6
Blen,qm42,red,2,3538,true,3H|2H|1H,0.0,1.0,None,,,8Lcone|8H|6Lcone|4Lcone|4H,1.0,struggled to place cone on higher node ,None,Park,,,0.0,0.0,0.0,0.0,3.0,,Blen|qm|42|red|2|3538|true|7H|8H|9H|0|true||||2Lcone|2H|4Lcone|6Lcone|6H|1|struggled to place cone on higher node ||Park|||false|false|0|0|3|,"['High', 'High']",['High'],"['Low', 'Low', 'Low', 'High']",['High'],0.0,0.0,f71d238c-52f3-4632-b02a-682949e19be7
Nikhil,qm42,red,1,6909,true,,0.0,1.0,None,None,Geeks onto game piece,9Lcube|7Lcube|2M,0.0,,Engage,Engage,,,0.0,1.0,0.0,0.0,2.0,,Nikhil|qm|42|red|1|6909|true||0|true||None|Geeks onto game piece|1Lcube|3Lcube|8M|0||Engage|Engage|||false|true|0|0|2|,[],[],[],"['Low', 'Low', 'Mid']",0.0,0.0,f5359ce1-66f3-48e4-96e9-37e3eb35eaac
Shashwat and Aran and Owen and Aran,qm43,blue,2,2992,false,6H,0.0,1.0,Engage,Engage, |  |  | ,1H|3H|5M|5H|6H|7Lcone,1.8333333333333335, |  |  | ,Engage,Engage,, |  |  | ,0.0,0.0,3.3333333333333335,0.16666666666666666,3.0, |  |  | ,Shashwat|qm|43|blue|2|2992|false|6H|0|true|Engage|Engage||1H|3H|5M|5H|6H|7Lcone|0||Engage|Engage|||false|false|0|0|0|,['High'],[],"['High', 'High', 'High', 'Low']","['Mid', 'High']",0.0,0.0,514eb430-33ee-4736-96ef-1701bc9fc8bc
Amogh,qm43,blue,3,8016,true,1H,0.0,0.0,None,,,1M|2M|2H|4M,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,2.0,,Amogh||43|blue|3|8016|true|1H|0|false||||1M|2M|2H|4M|0||Engage|Engage|||false|false|0|0|2|,['High'],[],"['Mid', 'Mid']","['Mid', 'High']",0.0,0.0,81fdb0db-982b-4e72-84c8-02d503016305
Sydney,qm43,red,1,1468,true,6H,0.0,0.0,None,None,,5H|4H|3Lcone|3H|2M|2H|1M|1M,0.0,9m too,Engage,Dock,,,0.0,0.0,0.0,0.0,0.0,,Sydney|qm|43|red|1|1468|true|4H|0|false||None||5H|6H|7Lcone|7H|8M|8H|9M|9M|0|9m too|Engage|Dock|||false|false|0|0|0|,['High'],[],"['High', 'Low', 'High', 'Mid', 'Mid']","['High', 'Mid', 'High']",0.0,0.0,6e0023f1-bd9d-4564-b94c-8d73dddb384f
Arav,qm43,red,2,5338,true,1H,0.0,1.0,None,None,,8M|7H|6M|4M,0.0,,Engage,None,,They left the charge station because they had issues aligning and they let the other team members engage ,0.0,0.0,0.0,0.0,0.0,,Arav|qm|43|red|2|5338|true|9H|0|true||None||2M|3H|4M|6M|0||Engage|None||They left the charge station because they had issues aligning and they let the other team members engage |false|false|0|0|0|,['High'],[],"['High', 'Mid', 'Mid']",['Mid'],0.0,0.0,58f09598-c722-4726-bf94-764e286c27d2
Shashwat and Aran,qm44,blue,2,4909,false,2H,0.0,0.0,None,None, | ,1H|3H|4H|6Lcube|7H|8Lcone,0.0, | ,Engage,None,, | ,0.0,0.0,0.0,0.0,2.5, | Cone pickup sometimes fall out ,Shashwat|qm|44|blue|2|4909|false|2H|0|false||None||1H|3H|4H|6Lcube|7H|8Lcone|0||Engage|None|||false|false|0|0|0|,[],['High'],"['High', 'High', 'High', 'High', 'Low']",['Low'],0.0,0.0,49963a79-c851-4c6f-96d5-172ab6d2c97d
alexander,qm44,red,3,1746,true,2Lcube|2H,0.0,1.0,None,None,,9M|9H|8Lcone|8M|8H|7Lcube|7M|7H,0.0,,Engage,Engage,,Triple Engage,0.0,0.0,0.0,2.0,4.0,,alexander|qm|44|red|3|1746|true|8Lcube|8H|0|true||None||1M|1H|2Lcone|2M|2H|3Lcube|3M|3H|0||Engage|Engage||Triple Engage|false|false|0|2|4|,[],"['Low', 'High']","['Mid', 'High', 'Low', 'Mid', 'High']","['Mid', 'High', 'Low']",0.0,0.0,a1857ea0-a600-4399-842f-4a706d7441a8
Aran,qm45,blue,1,1501,true,1Lcone,1.0,1.0,None,None,,8Lcone|8H|9M|9M|9H,1.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,,Aran|qm|45|blue|1|1501|true|1Lcone|1|true||None||8Lcone|8H|9M|9M|9H|1||Engage|Engage|||false|false|0|0|4|,['Low'],[],"['Low', 'Mid', 'Mid', 'High']",['High'],0.0,0.0,3ad73f0b-9756-40d3-88a9-5143150dc051
Amogh,qm45,blue,3,1538,true,1Lcone|1M|2H|3M|3H|4M|5M|7H|8Lcube|8M,1.0,0.0,None,,,,0.0,,None,,,,0.0,0.0,0.0,0.0,0.0,,Amogh|qm|45|blue|3|1538|true|1Lcone|1M|2H|3M|3H|4M|5M|7H|8Lcube|8M|1|false|||||0||||||false|false|0|0|0|,"['Low', 'Mid', 'Mid', 'High', 'Mid', 'High']","['High', 'Mid', 'Low', 'Mid']",[],[],0.0,0.0,695e3f83-832d-467e-b765-c0529e9ea828
Shashwat,qm45,blue,2,3932,false,6Lcube,0.0,1.0,Engage,Engage,,3Lcone|5M|7Lcone|7M|7H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,0.0,,Shashwat|qm|45|blue|2|3932|false|6Lcube|0|true|Engage|Engage||3Lcone|5M|7Lcone|7M|7H|0||Engage|Engage|||false|false|0|0|0|,[],['Low'],"['Low', 'Low', 'Mid', 'High']",['Mid'],0.0,0.0,972c29cd-9803-4c70-80c8-c510a8394695
Sydney,qm45,red,1,503,true,2M,0.0,1.0,None,None,,5Lcube|4Lcube|3Lcone|2Lcube|2H|1Lcone,1.0,,None,Park,,,0.0,0.0,0.0,0.0,0.0,,Sydney|qm|45|red|1|503|true|8M|0|true||None||5Lcube|6Lcube|7Lcone|8Lcube|8H|9Lcone|1|||Park|||false|false|0|0|0|,[],['Mid'],"['Low', 'Low']","['Low', 'Low', 'Low', 'High']",0.0,0.0,cd26b526-2408-4c03-b242-b738032ec9f5
alexander,qm45,red,3,3161,true,9M|8M,0.0,1.0,None,None,,8Lcube|7M|6M|5M|4M|3M|1M,0.0,,Engage,Dock,,,0.0,0.0,0.0,0.0,2.0,,alexander|qm|45|red|3|3161|true|1M|2M|0|true||None||2Lcube|3M|4M|5M|6M|7M|9M|0||Engage|Dock|||false|false|0|0|2|,['Mid'],['Mid'],"['Mid', 'Mid', 'Mid', 'Mid', 'Mid']","['Low', 'Mid']",0.0,0.0,b083f32d-7296-4d3c-b47e-e020b1da9bbf
Shashwat,qm46,blue,2,1466,false,2M,0.0,0.0,None,,,4M|5M|7M,0.0,,Engage,None,,,0.0,0.0,0.0,0.0,0.0,,Shashwat|qm|46|blue|2|1466|false|2M|0|false||||4M|5M|7M|0||Engage|None|||false|false|0|0|0|,[],['Mid'],"['Mid', 'Mid']",['Mid'],0.0,0.0,69954bdc-a192-4552-bca2-a8c0962e6c5b
Aran,qm46,blue,1,6431,true,,0.0,1.0,None,,,,0.0,Defense ,Engage,Dock,,,0.0,1.0,100.0,1.0,2.0,,Aran|qm|46|blue|1|6431|true||0|true|||||0|Defense |Engage|Dock|||false|true|100|1|2|,[],[],[],[],0.0,0.0,ebea9372-85a0-4b6d-a842-235731fddb77
alexander,qm46,red,3,3184,true,5M|5H,0.0,1.0,Engage,Engage,,9H|7H|6H|4H,0.0,,Engage,Engage,,Double Engage ,0.0,0.0,0.0,0.0,2.0,,alexander|qm|46|red|3|3184|true|5M|5H|0|true|Engage|Engage||1H|3H|4H|6H|0||Engage|Engage||Double Engage |false|false|0|0|2|,[],"['Mid', 'High']","['High', 'High', 'High', 'High']",[],0.0,0.0,bdce19be-a5ee-4d60-bf5b-4017fee4fb9b
Sydney,qm46,red,1,3478,true,1H,0.0,0.0,None,None,,3H,0.0,Fell over early on,None,None,,,0.0,0.0,0.0,0.0,2.0,,Sydney|qm|46|red|1|3478|true|9H|0|false||None||7H|0|Fell over early on||None|||false|false|0|0|2|,['High'],[],['High'],[],0.0,0.0,054ccae6-6a04-476d-b0bd-9a00a06de2f3
Amogh,qm47,blue,3,11,false,7H,0.0,1.0,None,None,,5Lcube|5M|6Lcube,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,0.0,,Amogh||47|blue|3|11|false|7H|0|true||None||5Lcube|5M|6Lcube|0||Engage|Engage|||false|false|0|0|0|,['High'],[],[],"['Low', 'Mid', 'Low']",1.0,1.0,3ec2cd42-294a-4367-85a8-d873119b2e82
Aran ,qm47,blue,1,2642,true,5H,0.0,1.0,Engage,Engage,,4M|5H|6H,1.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,0.0,,Aran |qm|47|blue|1|2642|true|5H|0|true|Engage|Engage||4M|5H|6H|1||Engage|Engage|||false|false|0|0|0|,[],['High'],"['Mid', 'High']",['High'],1.0,1.0,27d3f0d2-aefb-4fbd-8b84-0b347aba7f66
Shashwat,qm47,blue,2,4663,false,2H,0.0,1.0,None,None,,3Lcone|5H|8M,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,0.0,,Shashwat|qm|47|blue|2|4663|false|2H|0|true||None||3Lcone|5H|8M|0||Engage|Engage|||false|false|0|0|0|,[],['High'],['Low'],"['High', 'Mid']",1.0,1.0,f47a4488-2a88-496d-bb55-18255faa36d9
Sydney,qm47,red,1,1123,true,8M|8H,0.0,1.0,None,None,,9M|7M|6H|5H|4H|3Lcube|3H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,,Sydney|qm|47|red|1|1123|true|2M|2H|0|true||None||1M|3M|4H|5H|6H|7Lcube|7H|0||Engage|Engage|||false|false|0|0|4|,[],"['Mid', 'High']","['Mid', 'Mid', 'High', 'High', 'High']","['High', 'Low']",1.0,1.0,6e002d9e-5a0f-4af1-935d-515c12973e77
alexander,qm47,red,3,4099,true,2H|1H,0.0,1.0,Engage,Dock,,9H|7H,0.0,Intake Broke,Engage,Engage,,Triple Engage,0.0,0.0,0.0,0.0,4.0,,alexander|qm|47|red|3|4099|true|8H|9H|0|true|Engage|Dock||1H|3H|0|Intake Broke|Engage|Engage||Triple Engage|false|false|0|0|4|,['High'],['High'],"['High', 'High']",[],1.0,1.0,eebe590c-9566-4c35-953f-99dc7f4e2e9b
Arav,qm47,red,2,6817,false,,0.0,0.0,None,,,7Lcube,0.0,,Engage,Engage,5,,0.0,0.0,0.0,0.0,1.0,Literally did not do anything,Arav|qm|47|red|2|6817|false||0|false||||3Lcube|0||Engage|Engage|5||false|false|0|0|1|Literally did not do anything,[],[],[],['Low'],1.0,1.0,09a84caa-26d9-41bb-bda0-23686bb95b15
Shashwat,qm48,blue,2,900,false,1H,0.0,1.0,None,None,,1Lcube|3H|5M|5H|9H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,0.0,,Shashwat|qm|48|blue|2|900|false|1H|0|true||None||1Lcube|3H|5M|5H|9H|0||Engage|Engage|||false|false|0|0|0|,['High'],[],"['High', 'High']","['Low', 'Mid', 'High']",0.0,0.0,ad14dc50-1aef-4019-b8ab-3f9111c74103
Amogh,qm48,blue,2,1816,false,6H,0.0,0.0,None,,,2M|2H|3Lcube|4M,0.0,,None,None,,,0.0,0.0,0.0,0.0,2.0,,Amogh|qm|48|blue|2|1816|false|6H|0|false||||2M|2H|3Lcube|4M|0|||None|||false|false|0|0|2|,['High'],[],['Mid'],"['Mid', 'High', 'Low']",0.0,0.0,08843b1b-6b71-4f1b-83e2-707ba27684c7
Aran,qm48,blue,1,2960,true,9H,1.0,1.0,None,,,4Lcube|5Lcube|5H|6Lcube,0.0,,Engage,Park,,,0.0,0.0,0.0,0.0,0.0,,Aran|qm|48|blue|1|2960|true|9H|1|true||||4Lcube|5Lcube|5H|6Lcube|0||Engage|Park|||false|false|0|0|0|,['High'],[],[],"['Low', 'Low', 'High', 'Low']",0.0,0.0,0ae71d2f-74bd-4fff-9c08-da9f74c9ea7a
alexander,qm48,red,3,5135,true,5H,0.0,0.0,Engage,Engage,,9Lcone|9H|8H|7H|6H|4H,1.0,,Engage,Engage,,Double Engage,0.0,0.0,0.0,0.0,3.0,,alexander|qm|48|red|3|5135|true|5H|0|false|Engage|Engage||1Lcone|1H|2H|3H|4H|6H|1||Engage|Engage||Double Engage|false|false|0|0|3|,[],['High'],"['Low', 'High', 'High', 'High', 'High']",['High'],0.0,0.0,82e68961-92d7-4fe7-a582-1778825e73b7
Sydney,qm48,red,1,6606,true,,0.0,1.0,None,None,,2Lcube,0.0,,Engage,Engage,,,0.0,1.0,80.0,1.0,1.0,,Sydney|qm|48|red|1|6606|true||0|true||None||8Lcube|0||Engage|Engage|||false|true|80|1|1|,[],[],[],['Low'],0.0,0.0,da9e4d27-f67e-48f7-80cf-b883b0a55a9e
Shashwat,qm49,blue,2,4329,false,5H,0.0,0.0,Engage,Engage,,1M|4M|6M|7M|9M,0.0,,None,None,,,0.0,0.0,0.0,0.0,0.0,,Shashwat|qm|49|blue|2|4329|false|5H|0|false|Engage|Engage||1M|4M|6M|7M|9M|0|||None|||false|false|0|0|0|,[],['High'],"['Mid', 'Mid', 'Mid', 'Mid', 'Mid']",[],0.0,0.0,bb61ee51-29c0-4b6a-b56d-911a190fdfe9
Aran,qm49,blue,1,5006,true,9H,0.0,1.0,None,Engage,,2Lcube|3H|4Lcube|4H|9H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,3.0,,Aran|qm|49|blue|1|5006|true|9H|0|true||Engage||2Lcube|3H|4Lcube|4H|9H|0||Engage|Engage|||false|false|0|0|3|,['High'],[],"['High', 'High', 'High']","['Low', 'Low']",0.0,0.0,982c84f5-c61a-4e6b-8103-6fefe9890402
alexander,qm49,red,3,5990,false,9H,1.0,1.0,None,None,,8H|7H|6H|5H|3H|2H,1.0,,None,None,,,0.0,0.0,0.0,0.0,0.0,,alexander|qm|49|red|3|5990|false|1H|1|true||None||2H|3H|4H|5H|7H|8H|1|||None|||false|false|0|0|0|,['High'],[],"['High', 'High', 'High']","['High', 'High', 'High']",0.0,0.0,1825e588-30f8-4d74-a975-406c6d7dbfc4
Arav,qm49,red,2,9023,false,1M,0.0,0.0,None,,,6M|5M|2M,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,0.0,,Arav|qm|49|red|2|9023|false|9M|0|false||||4M|5M|8M|0||Engage|Engage|||false|false|0|0|0|,['Mid'],[],['Mid'],"['Mid', 'Mid']",0.0,0.0,96475e76-aa13-4d72-b1ef-ca4deec0bb72
Joshua and Joshua,qm5,blue,3,8717,true,1Lcube|8H,0.5,1.0,None,, | missed cube attempting double auto ,2M|2H|5M,0.0,Struggles to maneuver tobot in grid| around charge station.Good communication with station except at the end| was approaching at an angle and could not realize that  | Was able to get game piece out of robot,None,Park,, | Missed cube score at end,0.0,0.0,30.0,2.5,0.0,Solid counter defense| avoided conflict especially at the double charge of two red robots in order to break through other team. | ,Joshua|qm|5|blue|3|8717|true|1Lcube|8H|0|true||||2M|2H|5M|0|Struggles to maneuver tobot in grid| around charge station.Good communication with station except at the end| was approaching at an angle and could not realize that ||Park|||false|false|20|3|0|Solid counter defense| avoided conflict especially at the double charge of two red robots in order to break through other team.,[],"['Low', 'High']",[],"['Mid', 'High', 'Mid']",0.0,0.0,e4158c18-abe8-4df9-a480-a4599b99ad5d
Owen,qm5,blue,2,9084,true,,0.0,0.0,None,None,,1Lcube|1H|2Lcube|3Lcube|4Lcube|5Lcube|5M|6Lcube|7Lcube|8Lcube,0.0,,Engage,Dock,,,0.0,0.0,20.0,1.0,4.0,,Owen|qm|5|blue|2|9084|true||0|false||None||1Lcube|1H|2Lcube|3Lcube|4Lcube|5Lcube|5M|6Lcube|7Lcube|8Lcube|0||Engage|Dock|||false|false|20|1|4|,[],[],['High'],"['Low', 'Low', 'Low', 'Low', 'Low', 'Mid', 'Low', 'Low', 'Low']",0.0,0.0,ace9d011-37ba-4f19-a219-089d1c1903f8
Suzy,qm5,blue,1,9140,true,5H,0.0,1.0,Engage,Engage,,4H|7H|8Lcone|9H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,0.0,Slow cycles,Suzy|qm|5|blue|1|9140|true|5H|0|true|Engage|Engage||4H|7H|8Lcone|9H|0||Engage|Engage|||false|false|0|0|0|Slow cycles,[],['High'],"['High', 'High', 'Low', 'High']",[],0.0,0.0,6126d6e5-720b-4cf2-b38c-60067df54642
